prices,product id,product description,color,pdp_url,department,sub department,product type
149.00,470762775,Basic collared shirt featuring long puff sleeves with buttoned cuffs and a button-up front.,Sky blue,https://www.stradivarius.com/ae/basic-striped-poplin-shirt-with-puff-sleeves-l06020743,,,
149.00,470762767,Straight fit collared shirt with long sleeves and buttoned cuffs. Featuring a chest patch pocket. Asymmetric hem and a button-up front. Available in several colours.,Sky blue,https://www.stradivarius.com/ae/basic-poplin-shirt-with-pocket-l06010637,,,
189.00,470763261,Regular length waistcoat with a V-neck. False jetted pockets on the front. Button-up front. Available in several colours.,"Purple,Beige",https://www.stradivarius.com/ae/regular-fit-striped-buttoned-waistcoat-l01956283,,,
189.00,470763266,"Relaxed fit mid-rise smart trousers with an elasticated waistband at the back and belt loops. Featuring front pockets, front darts, a straight, loose-fitting leg and metal hook, inside button and zip fastening at the front. Available in assorted colours.","Purple,Beige",https://www.stradivarius.com/ae/striped-wideleg-smart-trousers-l04591283,,,
189.00,470763275,Midi dress made of a viscose blend. Round neckline and wide straps. Fitted silhouette with draped fabric on the sides. Side slit at the hem.,Grey melange,https://www.stradivarius.com/ae/striped-midi-dress-l06286937,,,
219.00,470762746,"Women’s slingback heels. Leopard animal print. Buckle fastening. Heel height: 8,5 cm",COMBINED,https://www.stradivarius.com/ae/leopard-print-high-heel-shoes-l19663670,,,
149.00,470762831,Fitted shirt featuring a Johnny collar and long cuffed sleeves. Available in assorted colours.,"Sky blue,Brown,Pastel pink,Purple",https://www.stradivarius.com/ae/basic-striped-fitted-shirt-l06012669,,,
169.00,470763279,Sweatshirt made of a modal blend fabric for a very soft feel. Johnny collar and long sleeves with elastic cuffs. Available in several colours.,"Black,Brown",https://www.stradivarius.com/ae/soft-touch-sweatshirt-l06603369,,,
119.00,470114034,Fitted sleeveless top made of printed tulle fabric with lining. Featuring an asymmetric neckline and gathered fabric detail.,Purple,https://www.stradivarius.com/ae/printed-asymmetric-tulle-tshirt-l02769177,,,
199.00,469968229,"High-waist wide-leg jeans with front pockets. Back patch pockets. Belt loops. Straight, wide-leg design. Front zip fly and metal button fastening. Available in several colours.","Lilac,Brown,Stone,Black,Nude pink,Vanilla,White,Khaki,Burgundy",https://www.stradivarius.com/ae/d92-straight-wide-jeans-l04891820,,,
299.00,469968176,"Blazer made of faux suede fabric. Lapel collar and long sleeves. False flap pockets on the front. Real model, video generated by AI.",Pale camel,https://www.stradivarius.com/ae/faux-suede-blazer-l01936548,,,
169.00,470114030,Mid-rise midi skirt made of printed tulle fabric with lining and an elasticated waistband.,Purple,https://www.stradivarius.com/ae/printed-tulle-midi-skirt-l01343177,,,
59.00,470114079,Fitted halterneck crop top with a round neckline. Available in several colours.,"White,Black,Brown,Burgundy,AUBERGINE",https://www.stradivarius.com/ae/halter-crop-top-l02535341,,,
189.00,470114072,Knit cardigan with a round neck and long sleeves. Ruffle trims. Button-up front. Available in assorted colours.,"Dusty rose,Khaki,Brown,AUBERGINE",https://www.stradivarius.com/ae/knit-cardigan-with-buttons-and-ruffles-l05082703,,,
189.00,469968125,High-heel open-toe shoes,"BURGUNDY ",https://www.stradivarius.com/ae/highheel-opentoe-shoes-l19701670,,,
189.00,470114074,Fitted sleeveless tulle midi dress with lining. Featuring a round neck and gathered fabric detail on the sides.,Purple,https://www.stradivarius.com/ae/printed-tulle-midi-dress-l06364177,,,
499.00,470113987,Split leather knee-high cowboy boots. Stitched detail on the leg. Available in beige. Heel height 4 cm.,BEIGE,https://www.stradivarius.com/ae/split-leather-cowboy-boots-l19851670,,,
75.00,469968179,,Ecru,https://www.stradivarius.com/ae/necklace-with-floral-charms-l03024911,,,
219.00,470114033,Mid-waist denim mini skort with belt loops. Front pockets and back patch pockets. Rhinestone appliqués on the front and zip fly and metal top button fastening.,MEDIUM BLUE DENIM,https://www.stradivarius.com/ae/d62-denim-skort-with-rhinestones-l01283800,,,
129.00,469968198,,Pastel pink,https://www.stradivarius.com/ae/beaded-scarf-l03940903,,,
269.00,470114032,Available in several colours.,"Black,Caramel",https://www.stradivarius.com/ae/faux-suede-bag-with-maxi-fringe-l03556901,,,
119.00,469968178,Fitted sleeveless top made of lace with lining. Featuring an asymmetric neckline and gathered fabric detail. Available in several colours.,"Black,Purple,Vanilla",https://www.stradivarius.com/ae/asymmetric-lace-top-l02769864,,,
189.00,470114077,Mid-rise skirt made of semi-sheer elasticated lace fabric with lining. Featuring an elasticated waistband and a flowing hem. Available in several colours.,"Ecru,Purple,Black",https://www.stradivarius.com/ae/lace-midi-skirt-l04708594,,,
59.00,469968180,,Fuchsia,https://www.stradivarius.com/ae/enamelled-fan-earrings-l00199911,,,
189.00,470763263,"Flowing high-waist trousers with belt loops. Featuring front pockets, false welt pockets at the back, a straight-leg design, a removable belt with metal buckle and metal hook, inside button and zip fastening at the front. Available in assorted colours.","Brown,Black,Grey melange,Brown,Brown",https://www.stradivarius.com/ae/flowing-straightleg-smart-trousers-with-belt-l04020090,,,
149.00,470762759,"Fitted ribbed knit cardigan with a stretch texture that adapts to the silhouette. Featuring an integrated hood, long sleeves and two-way metal zip fastening at the front for opening from both ends. Available in assorted colours.","Black,Brown,Dark grey",https://www.stradivarius.com/ae/zipup-knit-cardigan-l05056730,,,
189.00,470114078,"Loose-fitting high-waist trousers with an adjustable waistband with buttoned tabs. Featuring front darts, side pockets, false welt pockets at the back, a very wide-leg design and metal hook, inside button and zip fastening at the front. Available in assorted colours.","Brown,Burgundy",https://www.stradivarius.com/ae/super-wideleg-adjustable-trousers-l04536599,,,
799.00,469968218,"Collared jacket made of 100% leather. Featuring long sleeves, front patch pockets and contrast button fastening at the front.",Brown,https://www.stradivarius.com/ae/100-leather-jacket-with-pockets-l08643703,,,
299.00,467511996,Puffer jacket with a high neck and long sleeves. Front pockets. Adjustable drawstring hem. Zip-up front hidden by a snap-button placket. Available in several colours.,"Lilac,Green,Pale camel",https://www.stradivarius.com/ae/puffer-jacket-l01726362,,,
99.00,467341343,T-shirt made of cotton. Round neck and short sleeves. Raised print with A velvety effect on the front.,Ecru,https://www.stradivarius.com/ae/flocked-print-tshirt-l08713369,,,
219.00,467512000,"Mid-rise wide-leg trousers made of a modal blend fabric for a very soft feel. Featuring an elasticated waistband and side pockets. Contrast side trims and side vents at the hems. Straight, wide-leg design.",0-526,https://www.stradivarius.com/ae/softtouch-joggers-with-buttons-l08745336,,,
149.00,467341338,High-stretch ankle-length leggings that provide comfort without restricting movement. High waist and elastic waistband. Available in several colours.,"0-526,Black,Purple,Navy blue",https://www.stradivarius.com/ae/soft-highrise-sculpt-leggings-l08651273,,,
75.00,467341346,Fitted short sleeve T-shirt with a round neck. Available in several colours.,"Black,Brown,0-526",https://www.stradivarius.com/ae/basic-polyamide-tshirt-l08689727,,,
199.00,467341348,Mid-rise joggers made of a modal blend fabric with a very soft feel. Featuring an elastic waistband with adjustable drawstrings. Wide-leg design and elastic cuffed hems. Available in several colours.,"Black,0-526,Brown",https://www.stradivarius.com/ae/softtouch-baggy-joggers-l08739276,,,
45.00,467511993,Available in several colours.,"Brown,Purple",https://www.stradivarius.com/ae/set-of-2-elasticated-hair-bands-l03198909,,,
99.00,467341332,"Fitted T-shirt with an asymmetric neckline, long sleeves and exposed shoulders. Available in several colours.","Black,0-526,Brown",https://www.stradivarius.com/ae/asymmetric-polyamide-tshirt-l08688727,,,
269.00,454055041,Jacket with a high neck and long cuffed sleeves. Featuring front patch pockets with side vents for the hands. Front metal zip and snap-button fastening hidden by a placket. Available in several colours.,"Black,0-526",https://www.stradivarius.com/ae/jacket-with-pockets-l08758798,,,
129.00,467341336,Available in several colours.,"Black,Purple",https://www.stradivarius.com/ae/fabric-tote-bag-l03694701,,,
149.00,467341339,High-waist skort with an elastic waistband. Fitted waist and flowing hem. Available in several colours.,"Mauve,Black,Brown",https://www.stradivarius.com/ae/skater-skort-l07689554,,,
169.00,467341334,Boat neck sweatshirt featuring long sleeves with cuffs and exposed shoulders. Print detail. Ribbed trims. Available in several colours.,"Vanilla,0-526",https://www.stradivarius.com/ae/offtheshoulder-placement-print-sweatshirt-l08732583,,,
119.00,467511998,Mid-rise skort made of a cotton elastane blend with an elasticated waistband. Available in several colours.,"Lilac,White,Black,Pastel pink,Brown",https://www.stradivarius.com/ae/mini-skort-l07693665,,,
59.00,467511994,Fitted top with a round neck and thin adjustable straps. Available in several colours.,"Mauve,Pastel pink,Green,Purple,Bubblegum pink,Black,Ecru,Brown",https://www.stradivarius.com/ae/basic-tank-top-l07680876,,,
189.00,467511974,Women’s soft “bamba”-style sneakers. Reinforced detail at the back. Lace-up fastening. Available in black. Sole height: 2 cm. The insole uses Ortholite® technology. This system provides very useful performance for footwear that inserts them. Made of polyurethane and rubber for excellent resistance and breathability.,"BLACK ",https://www.stradivarius.com/ae/womens-soft-sneakers-l19503670,,,
189.00,467341347,"Mid-rise joggers made of a modal blend fabric for an extra soft feel. Featuring an elasticated waistband, a straight-leg design and a seam detail on the front. Available in assorted colours.","0-526,Black,Dark blue",https://www.stradivarius.com/ae/softtouch-straightleg-joggers-with-seam-detail-l08747277,,,
75.00,467341359,,Purple,https://www.stradivarius.com/ae/embroidered-new-york-cap-l03824903,,,
219.00,467341333,Cotton hooded sweatshirt. Round neck with an adjustable drawstring hood and long cuffed sleeves. Side pockets. Slogan print on the back. Puff hem. Zip-up front.,Purple,https://www.stradivarius.com/ae/puff-sleeve-hooded-sweatshirt-l08734733,,,
149.00,467511995,Available in several colours.,"Khaki,Black",https://www.stradivarius.com/ae/padded-fabric-bag-l03691701,,,
189.00,467341345,Sweatshirt made of a modal blend fabric for a very soft feel. High neck with diagonal zip detail and long cuffed sleeves. Available in several colours.,"Bubblegum pink,Brown,0-526,Grey melange",https://www.stradivarius.com/ae/softtouch-sweatshirt-with-side-zip-l08726277,,,
269.00,467511975,Soft leather trainers. Reinforced detail at the back. Lace-up fastening. Available in brown. Sole height: 2 cm. The insole uses Ortholite® technology. This system offers significant benefits for the footwear that incorporates it. Made of polyurethane and rubber for excellent resistance and breathability.,BROWN,https://www.stradivarius.com/ae/soft-leather-trainers-l19025670,,,
149.00,467511990,High-stretch ankle-length leggings that provide comfort without restricting movement. High waist and elastic waistband. Available in several colours.,"Dark grey,Brown",https://www.stradivarius.com/ae/soft-highrise-sculpt-leggings-l08651886,,,
189.00,467512002,Round neck sweatshirt featuring long puff sleeves with cuffs. Print detail on the front. Puffy hem. Available in several colours.,"Ecru,Bubblegum pink",https://www.stradivarius.com/ae/puff-sleeve-sweatshirt-with-placement-print-l08733589,,,
75.00,467341337,,Khaki,https://www.stradivarius.com/ae/embroidered-slogan-cap-l03820903,,,
189.00,471689856,Mid-rise knit trousers with an elasticated waistband. Straight and wide-leg design. Available in assorted colours.,"Black,Dark grey,Brown",https://www.stradivarius.com/ae/knit-wideleg-trousers-l05075430,,,
75.00,467568193,Fitted T-shirt made of cotton. Round neck and short sleeves. Print detail on the front.,Black,https://www.stradivarius.com/ae/fitted-slogan-tshirt-l06687547,,,
75.00,467568192,Fitted T-shirt made of cotton. Round neck and short sleeves. Print detail on the front.,Black,https://www.stradivarius.com/ae/fitted-slogan-tshirt-l06687787,,,
149.00,466864589,Sweater made of stretch knit fabric. Boat neck and long cuffed sleeves. Ribbed hem. Available in assorted colours.,"Brown,0-662,Stone,Black,Ecru",https://www.stradivarius.com/ae/boat-neck-knit-sweater-l05065702,,,
119.00,466864586,Mid-rise mini shorts made of stretch knit fabric that provides comfort and adaptability. Featuring an elastic waistband and front seam details.,Black,https://www.stradivarius.com/ae/interlock-micro-shorts-l04930169,,,
119.00,466773556,Sleeveless fitted bodysuit with a round neck and gathered detail on the side. Available in assorted colours.,"Burgundy,Black,Ecru,Stone,0-526,Purple",https://www.stradivarius.com/ae/gathered-bodysuit-l02669745,,,
219.00,466773550,"High-waist trousers featuring front patch pockets with gold button details, rear patch pockets, flared hems and zip fly and top button fastening.",Khaki,https://www.stradivarius.com/ae/d77-minimalist-trousers-with-pockets-l01477753,,,
75.00,466658839,,"Gold,Grey",https://www.stradivarius.com/ae/metal-belt-with-round-plates-l00445802,,,
99.00,465986077,T-shirt made of cotton. Round neck and short sleeves. Raised print on the front with velvety effect.,White,https://www.stradivarius.com/ae/tshirt-with-graphic-and-slogan-l06685980,,,
169.00,465986052,Low-waist denim micro shorts with a wide waistband and belt loops. Front pockets and rear patch pockets with buttoned flaps. Front zip fly and metal button fastening.,MEDIUM DENIM WASH,https://www.stradivarius.com/ae/denim-micro-shorts-l01367120,,,
219.00,465876113,,Stone,https://www.stradivarius.com/ae/graphic-print-hoodie-l06673971,,,
169.00,465876111,Round neck sweatshirt with long sleeves and elastic cuffs. Embroidered detail on the front. Ribbed trims. Available in several colours.,"Dark blue,Green",https://www.stradivarius.com/ae/embroidered-dog-sweatshirt-l06672970,,,
99.00,465850394,Fitted T-shirt with a square neckline and short sleeves. Available in several colours.,"Black,Purple,Brown,Ecru",https://www.stradivarius.com/ae/basic-tshirt-with-square-neckline-l06682967,,,
99.00,465555262,Loose-fitting T-shirt made of cotton. Featuring a round neck and short sleeves. Popcorn print on the front.,White,https://www.stradivarius.com/ae/popcorn-tshirt-with-rhinestones-l06684726,,,
99.00,465555257,"Fitted T-shirt with a round neck and short sleeves, featuring appliqué rhinestones on the front. Available in several colours.","Black,White",https://www.stradivarius.com/ae/fitted-tshirt-with-rhinestones-l06662962,,,
149.00,465555254,Fitted top with an asymmetric neckline. Strap with metal appliqué detail and long sleeves. Gathered fabric detail on the side and shoulder.,Black,https://www.stradivarius.com/ae/asymmetric-top-with-metal-ring-l08081961,,,
169.00,465509713,"Leggings made of stretchy, flexible knit fabric with a compact, soft and opaque weave that provides comfort and adaptability to the body. Mid-waist and elasticated waistband. False side welt pockets. Cut-out detail on the front. Cropped-leg design.",Black,https://www.stradivarius.com/ae/interlock-leggings-with-cutout-details-l08262168,,,
99.00,465509712,Regular fit shirt made of cotton. Round neck and short sleeves. Print on the front.,White,https://www.stradivarius.com/ae/regular-fit-rabbit-shirt-l06661960,,,
99.00,465293953,Fitted top with a round neck and wide straps with a racerback. Appliqué metallic eyelets on the front.,Ecru,https://www.stradivarius.com/ae/racerback-tshirt-with-eyelets-l08104656,,,
189.00,464648508,"Casual smart mid-rise trousers with an elasticated waistband at the back and matching adjustable drawstrings. Front darts. Loose straight-leg design. Front zip, inside button and metal hook fastening.",Black,https://www.stradivarius.com/ae/smart-trousers-with-darts-and-drawstrings-l04542191,,,
75.00,464648503,"T-shirt with a round neck and short sleeves, featuring appliqué rhinestones on the front. Available in several colours.","Black,Ecru",https://www.stradivarius.com/ae/shimmer-tshirt-l08097500,,,
169.00,464648495,"Flowing shirt made of a cotton/linen blend. Features a lapel collar, V-neck, long sleeves with turn-up cuffs and sleeve tabs, a breast pocket detail and button-up front. Available in several colours.","White,Nude pink,Stone,Brown,Navy blue,Purple",https://www.stradivarius.com/ae/loose-linenblend-shirt-with-a-pocket-l06045790,,,
149.00,464484192,"Mid-rise mini shorts with a wide waistband and belt loops. Fitted leg. Front zip fastening, hidden button and metal hook.",Black,https://www.stradivarius.com/ae/striped-smart-mini-shorts-l08421119,,,
129.00,464484189,Fitted T-shirt with an asymmetric neckline and long sleeves with one exposed shoulder. Metal eyelets on the front and gathered fabric at the sides. Available in several colours.,"Black,Ecru",https://www.stradivarius.com/ae/asymmetric-tshirt-with-eyelets-l08099655,,,
149.00,464291922,Short dress made of printed tulle fabric. Boat neck and long sleeves. Gathered fabric detail on the sides. Lining.,Purple,https://www.stradivarius.com/ae/short-printed-tulle-dress-l06377546,,,
189.00,464242040,Midi dress made of stretch tulle fabric with lining. Round neck and long sleeves. Open back with criss-cross straps and fabric.,Purple,https://www.stradivarius.com/ae/tulle-midi-dress-with-open-back-l06288550,,,
269.00,463703134,Loose-fitting high-waist denim skirt with belt loops. Crossover fabric detail on the front. Contrast detachable belt with metal buckle. Flared hem. Side zip fastening.,RINSE BLUE DENIM,https://www.stradivarius.com/ae/denim-midi-cape-skirt-with-belt-l01319567,,,
189.00,463294747,Loose-fitting maxi dress made of satin fabric. Featuring a V-neckline and adjustable thin straps. Available in assorted colours.,"Khaki,Brown,Purple",https://www.stradivarius.com/ae/long-flowing-satin-dress-l08180202,,,
169.00,462929511,Short fitted dress featuring an asymmetric neckline and long sleeves with one exposed shoulder. Metallic eyelets at the front and gathered fabric detail at the sides.,Black,https://www.stradivarius.com/ae/short-asymmetric-dress-with-eyelets-l08196655,,,
75.00,462929510,"T-shirt with a round neck and short sleeves, featuring a leopard-print star on the front.",Grey melange,https://www.stradivarius.com/ae/tshirt-with-leopardprint-star-l08096500,,,
119.00,462929509,Fitted T-shirt with a boat neck and mini off-the-shoulder sleeves. Eyelet details on the front.,Black,https://www.stradivarius.com/ae/tshirt-with-eyelets-l08098655,,,
99.00,462255991,Basic loose-fitting sleeveless T-shirt with a round neck. Available in several colours.,"Brown,Ecru,Black,AUBERGINE",https://www.stradivarius.com/ae/basic-sleeveless-tshirt-l06551125,,,
75.00,462255985,T-shirt made of cotton. Round neck and short sleeves. Raised print on the front with velvety effect. Available in several colours.,"Ecru,Purple",https://www.stradivarius.com/ae/text-print-tshirt-l06657441,,,
149.00,462255938,Fitted shirt featuring a Johnny collar and long cuffed sleeves. Available in assorted colours.,"White,Navy blue,AUBERGINE",https://www.stradivarius.com/ae/basic-fitted-shirt-l06012703,,,
99.00,462099405,T-shirt with an asymmetric neckline and long sleeves. Available in several colours.,"Brown,Ecru,Black",https://www.stradivarius.com/ae/asymmetrical-neckline-top-l07091150,,,
99.00,462099404,"Sleeveless tulle T-shirt with lining, a round neck and draped fabric detail. Available in several colours.","Purple,Black,0-526",https://www.stradivarius.com/ae/gathered-tulle-tshirt-l06646553,,,
149.00,462099398,Short dress with an asymmetric neckline and long sleeves with exposed shoulders. Gathered fabric detail on the side.,GREY DENIM WASH,https://www.stradivarius.com/ae/short-polka-dot-dress-l08193145,,,
99.00,462099397,Fitted T-shirt with an asymmetric neckline and short sleeves with exposed shoulders.,GREY DENIM WASH,https://www.stradivarius.com/ae/asymmetric-polka-dot-tshirt-l08095145,,,
99.00,462099385,"Sleeveless printed tulle T-shirt with lining, a round neck and draped fabric detail.",Dusty rose,https://www.stradivarius.com/ae/gathered-tulle-tshirt-l06646554,,,
189.00,462033782,Fitted sleeveless tulle midi dress with lining. Featuring a round neck and gathered fabric detail on the sides.,"Khaki,Brown",https://www.stradivarius.com/ae/printed-tulle-midi-dress-l06364200,,,
119.00,462033781,Basic fitted bodysuit with a square-cut neckline and long sleeves. Snap-button fastening at the bottom. Available in several colours.,"Black,Ecru,Brown,AUBERGINE",https://www.stradivarius.com/ae/polyamide-bodysuit-with-square-neckline-l06560927,,,
99.00,462033778,Mid-rise mini shorts made of stretchy viscose fabric with an elasticated waistband.,GREY DENIM WASH,https://www.stradivarius.com/ae/polka-dot-mini-shorts-l08420145,,,
99.00,462033773,Short sleeve T-shirt with a round neck and embroidered details on the front. Available in several colours.,"Navy blue,Grey melange,Stone",https://www.stradivarius.com/ae/embroidered-slogan-tshirt-l06652935,,,
299.00,461774526,Short collared jacket with long sleeves and buttoned cuffs. Side welt pockets and patch pockets with flaps on the chest. Front metal snap-button fastening.,Khaki,https://www.stradivarius.com/ae/animal-print-jacket-with-pockets-l08637120,,,
219.00,461535319,"Long sleeve sweatshirt with an adjustable drawstring hood, featuring a star print on the chest and back and ribbed trims.",Brown,https://www.stradivarius.com/ae/stars-hoodie-l08245670,,,
189.00,461535313,Collared denim jacket with long sleeves and buttoned cuffs. Front patch pockets. Front metal snap-button fastening.,RINSE BLUE DENIM,https://www.stradivarius.com/ae/denim-jacket-with-pockets-l01742723,,,
219.00,461535310,Long sleeve hoodie with matching adjustable drawstrings. Embroidered star detail on the back. Ribbed trims.,Ecru,https://www.stradivarius.com/ae/star-and-leopard-print-hoodie-l08244670,,,
199.00,461535309,Cable-knit sweater with a round neck and contrast detachable shirt-style collar. Long sleeves. Contrast fabric hem with double-layer effect.,0-662,https://www.stradivarius.com/ae/contrast-knit-sweater-l05101027,,,
189.00,460749692,"Mid-rise straight fit trousers, featuring an elasticated waistband at the back with belt loops, side pockets, front darts and zip fly and top button front fastening. Available in several colours.","Black,Beige,Purple,Dark grey",https://www.stradivarius.com/ae/smart-straightleg-trousers-l08253921,,,
219.00,460713752,Knit cardigan with a V-neckline and long sleeves. Featuring an embroidered detail on the chest and button fastening at the front.,Vanilla,https://www.stradivarius.com/ae/embroidered-knit-cardigan-with-buttons-l05052269,,,
169.00,460552980,Short mid-rise skort with ruffle trims. Invisible side zip fastening. Shorts-style lining.,Black,https://www.stradivarius.com/ae/ruffled-mini-skort-l08410987,,,
149.00,460552978,"Semi-sheer bodysuit made of stretch lace fabric. V-neck, straps and lining on the chest. Snap-button fastening at the bottom.",Black,https://www.stradivarius.com/ae/open-back-lace-bodysuit-l08048919,,,
199.00,460552972,"Low-waist, wide-leg jeans with belt loops. Front pockets and back patch pockets. Straight-leg design with turn-up hems and a zip fly and metal top button fastening.",MEDIUM LIGHT BLUE DENIM,https://www.stradivarius.com/ae/d91-low-wideleg-jeans-l01441903,,,
169.00,460552971,Mid-waist joggers with an elasticated waistband and adjustable drawstrings. Side pockets and a straight-leg design. Available in several colours.,"Grey melange,Black",https://www.stradivarius.com/ae/drawstring-jogging-trousers-l04502917,,,
269.00,460329785,Loose-fitting sleeveless dress with a round neck and adjustable ties on the shoulders. Elastic smocked waist at the back. Draped fabric detail with contrast buttons on the front.,Purple,https://www.stradivarius.com/ae/pleated-midi-dress-l06274698,,,
189.00,459585261,Modal palazzo trousers with an elasticated waistband and adjustable drawstrings. Side pockets. Made of incredibly soft and flowing fabric. Available in different colours.,"Dark grey,Brown,Black,Navy blue,Grey,Pastel pink,Vanilla,Bubblegum pink,0-526,Brown,Purple",https://www.stradivarius.com/ae/softtouch-palazzo-trousers-l08737276,,,
119.00,459439711,Fitted cropped T-shirt with long sleeves and a round neck. Available in several colours.,"Black,Dark grey",https://www.stradivarius.com/ae/basic-cropped-tshirt-l08076680,,,
219.00,459439702,Polo sweatshirt with a button-down collar and contrast denim fabric detail. Long sleeves with elastic cuffs. Ribbed trims.,Navy blue,https://www.stradivarius.com/ae/denim-collared-sweatshirt-l06771909,,,
119.00,459403456,T-shirt made of cotton. Round neck and short sleeves. Raised print with velvety effect on the front. Available in several colours.,"Brown,Ecru",https://www.stradivarius.com/ae/bambi-tshirt-l06651907,,,
75.00,459403454,,Lilac,https://www.stradivarius.com/ae/flower-charm-keyring-l03386911,,,
169.00,459403448,Soft-touch knit cardigan with a round neck and long sleeves. Button-up front.,Navy blue,https://www.stradivarius.com/ae/softtouch-knit-cardigan-with-buttons-l05034586,,,
199.00,459248985,Low-rise wide-leg jeans with belt loops. Featuring front pockets and back patch pockets. Straight-leg design. Front zip fly and metal top button fastening.,Khaki,https://www.stradivarius.com/ae/d91-low-wideleg-jeans-l01441901,,,
199.00,459248979,Low-rise wide-leg jeans with belt loops. Featuring front pockets and back patch pockets. Straight-leg design with turn-up hems and zip fly and metal top button fastening.,MEDIUM BLUE DENIM,https://www.stradivarius.com/ae/d91-low-wideleg-jeans-l01441897,,,
199.00,459248976,Low-rise wide-leg jeans with belt loops. Featuring front pockets and back patch pockets. Straight-leg design. Front zip fly and metal top button fastening.,Brown,https://www.stradivarius.com/ae/d91-low-wideleg-jeans-l01441899,,,
219.00,459248975,"Mid-rise casual smart trousers with belt loops. Side pockets. Side darts. Straight, flowing leg. Front zip fly and top button fastening.",Navy blue,https://www.stradivarius.com/ae/striped-smart-trousers-with-darts-l08276850,,,
99.00,458623354,Basic T-shirt with long sleeves and a round neck. Available in several colours.,"Dark grey,Brown",https://www.stradivarius.com/ae/long-sleeve-basic-tshirt-l08077650,,,
99.00,458623352,Basic T-shirt with long sleeves and a round neck. Available in several colours.,"Ecru,Olive green",https://www.stradivarius.com/ae/basic-round-neck-tshirt-l08078650,,,
169.00,458419812,Cable-knit cardigan with a round neck and long sleeves. Front button fastening. Available in several colours.,"Ecru,Brown",https://www.stradivarius.com/ae/buttoned-cableknit-cardigan-l08536680,,,
99.00,458419807,Oversize T-shirt made of cotton. Print detail on the front.,Ecru,https://www.stradivarius.com/ae/oversize-placement-print-shirt-l08093300,,,
269.00,458414635,Collared suede jacket with long sleeves. Featuring front patch pockets with flaps. Button-up front.,"Brown,Green",https://www.stradivarius.com/ae/faux-suede-jacket-with-pockets-l01716403,,,
189.00,458243403,Long sleeve sweatshirt featuring a high neck with zip. Embroidered detail on the front. Ribbed trims.,Navy blue,https://www.stradivarius.com/ae/embroidered-zipup-sweatshirt-l06643888,,,
269.00,458243402,"Long sleeve sweatshirt with a round neck and elasticated cuffs, featuring embroidery on the front, an appliqué label on the sleeve and ribbed trims. Available in several colours.","Grey melange,Burgundy",https://www.stradivarius.com/ae/embroidered-sweatshirt-l06765527,,,
75.00,458050122,Basic fitted T-shirt made of cotton with elastane. Round neck and long sleeves. Available in assorted colours.,"Black,Pink,White,0-526",https://www.stradivarius.com/ae/basic-long-sleeve-cotton-tshirt-l06514630,,,
129.00,458050117,"Fitted ribbed knit cardigan with a round neck, long sleeves and front button fastening. Available in several colours.","Purple,Black,Stone,Green,Brown",https://www.stradivarius.com/ae/ribbed-knit-cardigan-with-buttons-l01501810,,,
269.00,457997278,Regular fit blazer featuring a lapel collar and long sleeves with buttoned cuffs. False front flap pockets and button fastening at the front. Available in several colours.,"Black,Purple,Brown,Green",https://www.stradivarius.com/ae/regular-fit-blazer-l01902249,,,
99.00,457997251,Fitted crew neck T-shirt with long sleeves. Available in several colours.,"Ecru,Brown,Black",https://www.stradivarius.com/ae/ribbed-long-sleeve-tshirt-l07043411,,,
189.00,457997240,"Soft-touch knit cardigan with a round neck, long sleeves and button-up front. Available in assorted colours.","Grey melange,Vanilla,Black",https://www.stradivarius.com/ae/ribbed-knit-cardigan-with-buttons-l05012433,,,
119.00,457997229,Fitted seamless top with a square neckline and long sleeves. Available in assorted colours.,"Black,White",https://www.stradivarius.com/ae/seamless-longsleeved-tshirt-l08005185,,,
99.00,457997224,Fitted polyamide blend T-shirt with a crew neck and long sleeves. Available in several colours.,"Navy blue,Black,White",https://www.stradivarius.com/ae/long-sleeve-polyamide-tshirt-l08074140,,,
299.00,457991423,"Collared quilted jacket with a detachable hood and long sleeves. Features front welt pockets, an adjustable hem with matching drawstrings and a zip-up front with snap buttons. Available in several colours.","Ice,Khaki",https://www.stradivarius.com/ae/hooded-puffer-jacket-l05726124,,,
169.00,457991402,Mid-rise trousers with an elastic waistband and adjustable drawstrings. Side pockets. Seam details on the front. Wide-leg design with elastic cuffed hems. Available in several colours.,"Black,Grey melange,Brown",https://www.stradivarius.com/ae/balloon-plush-joggers-l07660589,,,
149.00,457991400,"Sweatshirt with a wide round neckline, long cuffed sleeves and ribbed trims. Available in several colours.","Grey melange,Black",https://www.stradivarius.com/ae/round-neck-sweatshirt-l07661589,,,
65.00,457991398,"Heliotrope flower, black vanilla, tonka bean, sandalwood, white musk and crystal moss.",Black,https://www.stradivarius.com/ae/n056-vanilla-drop-eau-de-parfum-l00775057,,,
189.00,457916911,Balloon sweatshirt with a round neck and long cuffed sleeves. Print detail on the front. Elastic puff hem. Ribbed trims.,Vanilla,https://www.stradivarius.com/ae/studio-balloon-sweatshirt-l06761431,,,
219.00,457784624,Plain knit cardigan with a V-neckline and long sleeves. Featuring a fitted silhouette and a flowing ruffled hem. Front fastening with textured metal buttons. Available in several colours.,"Black,Ecru",https://www.stradivarius.com/ae/buttoned-peplum-knit-cardigan-l05119440,,,
99.00,457784621,,Lilac,https://www.stradivarius.com/ae/flower-beaded-charm-key-ring-l03370911,,,
99.00,457784620,,White,https://www.stradivarius.com/ae/set-of-2-contrast-floral-badges-l03372911,,,
