Product_name,Regular_price,Currency,Grammage_quantity,Grammage_unit,Ingredients,Pdp_url,Storage_instructions,Country_of_origin,Nutritions,Image_url,Breadcrumbs
Bonduelle Erwtjes en worteltjes,2.19,Euro,400,gram,"Ingrediënten: Erwtjes zeer fijn (minimaal 60%), jonge worteltjes (minimaal 40%). Kan SELDERIJ bevatten.",https://www.hoogvliet.com/product/bonduelle-erwtjes-en-worteltjes,"Bewaarvoorschriften: 
**-6°C: 3 dagen *** -18°C: meerdere maanden Na ontdooiing niet opnieuw invriezen. ",,"{'Energie': '54 Kilocalorie', 'Totale vetten': '0.5 Gram', 'Vetzuren, totaal verzadigd': '0.1 Gram', 'Koolhydraten': '7.2 Gram', 'Suikers, totaal': '4.4 Gram', 'Voedingsvezels': '4.1 Gram', 'Eiwitten': '3.2 Gram', 'Zout': '0.03 Gram'}",https://cdn.hoogvliet.com/Images/Product/XL/685712000.jpg,"['Home', 'Aardappelen, groente, fruit', 'Diepvries groente', 'Erwtjes en worteltjes']"
Bonduelle Jonge velderwtjes,2.13,Euro,400,gram,Ingrediënten: Jonge velderwtjes. Kan SELDERIJ bevatten.,https://www.hoogvliet.com/product/bonduelle-jonge-velderwtjes1,"Bewaarvoorschriften: 
**-6°C: 3 dagen *** -18°C: meerdere maanden Na ontdooiing niet opnieuw invriezen. ",,"{'Energie': '68 Kilocalorie', 'Totale vetten': '0.8 Gram', 'Vetzuren, totaal verzadigd': '0.1 Gram', 'Koolhydraten': '7.5 Gram', 'Suikers, totaal': '6.4 Gram', 'Voedingsvezels': '5.2 Gram', 'Eiwitten': '5.2 Gram', 'Zout': '0.01 Gram', 'folaat, voedingsfolaatequivalenten': '45.6 Microgram'}",https://cdn.hoogvliet.com/Images/Product/XL/678318000.jpg,"['Home', 'Aardappelen, groente, fruit', 'Diepvries groente', 'Jonge velderwtjes']"
Bio bieten gesneden,2.45,Euro,400,gram,Ingrediënten :rode biet*. *van biologische oorsprong,https://www.hoogvliet.com/product/bio-bieten-gesneden,"Bewaarvoorschriften: 
Gekoeld bewaren (max. 7°C). Na openen beperkt houdbaar ",,"{'Energie': '30 Kilocalorie', 'Totale vetten': '0.1 Gram', 'Vetzuren, totaal verzadigd': '0 Gram', 'Vetzuren, enkelvoudig onverzadigd': '0.03 Gram', 'Vetzuren, meervoudig onverzadigd': '0.07 Gram', 'Transvetzuren': '0 Gram', 'Koolhydraten': '4.6 Gram', 'Suikers, totaal': '4.6 Gram', 'suiker, toegevoegd': '0 Gram', 'Polyolen, totaal': '0 Gram', 'Zetmeel': '0 Gram', 'Voedingsvezels': '2.9 Gram', 'Eiwitten': '1.2 Gram', 'natrium': '0.064 Gram', 'Zout': '0.16 Gram'}",https://cdn.hoogvliet.com/Images/Product/XL/726819000.jpg,"['Home', 'Aardappelen, groente, fruit', 'Groente', 'Wortelen, knolgroenten', 'Bio bieten gesneden']"
"Hak Sperziebonen fijn, gebroken",1.65,Euro,185,gram,"Ingrediënten: Sperziebonen*, water, zeezout. *Van biologische oorsprong.",https://www.hoogvliet.com/product/hak-sperziebonen-fijn-gebroken,"Bewaarvoorschriften: 
Na openen gekoeld (max. 7°C) bewaren en beperkt houdbaar. *Dit product bevat van nature aanwezige suikers.",,"{'Energie': '25 Kilocalorie', 'Totale vetten': '0.4 Gram', 'Vetzuren, totaal verzadigd': '0.1 Gram', 'Koolhydraten': '2.2 Gram', 'Suikers, totaal': '1.2 Gram', 'Voedingsvezels': '2.9 Gram', 'Eiwitten': '1.8 Gram', 'Zout': '0.23 Gram'}",https://cdn.hoogvliet.com/Images/Product/XL/077732000.jpg,"['Home', 'Soepen, conserven, sauzen, kruiden', 'Conserven', 'Groenteconserven', 'Sperziebonen fijn, gebroken']"
Hak Doperwtjes extra fijn,2.30,Euro,350,gram,"Ingrediënten: Doperwtjes, water, zeezout.",https://www.hoogvliet.com/product/hak-doperwtjes-extra-fijn,"Bewaarvoorschriften: 
Na openen gekoeld (max. 7 °C) bewaren en beperkt houdbaar. ",,"{'Energie': '69 Kilocalorie', 'Totale vetten': '0.0 Gram', 'Vetzuren, totaal verzadigd': '0.0 Gram', 'Koolhydraten': '11.0 Gram', 'Suikers, totaal': '1.0 Gram', 'Voedingsvezels': '4.5 Gram', 'Eiwitten': '4.0 Gram', 'Zout': '0.21 Gram'}",https://cdn.hoogvliet.com/Images/Product/XL/076912000.jpg,"['Home', 'Aardappelen, groente, fruit', 'Groente', 'Peulvruchten, bonen, mais', 'Doperwtjes extra fijn']"
Kramer Naturel zuurkool,0.75,Euro,500,gram,"Ingrediënten: 98% witte kool, zout, voedingszuur (citroenzuur), antioxidant (ascorbinezuur)",https://www.hoogvliet.com/product/kramer-naturel-zuurkool,"Bewaarvoorschriften: 
koel en donker bewaren ",Nederland,"{'Energie': '74 Kilocalorie', 'Totale vetten': '0 Gram', 'Vetzuren, totaal verzadigd': '0 Gram', 'Koolhydraten': '1 Gram', 'Suikers, totaal': '0 Gram', 'Voedingsvezels': '2.5 Gram', 'Eiwitten': '1 Gram', 'Zout': '1.5 Gram'}",https://cdn.hoogvliet.com/Images/Product/XL/216445000.jpg,"['Home', 'Aardappelen, groente, fruit', 'Groente', 'Koolgroenten', 'Naturel zuurkool']"
Bonduelle Maïs mexicana,1.68,Euro,200,gram,"Ingrediënten: Groenten (doperwtjes 38%, maïskorrels 25%, rode paprika 9%), water, zout, natuurlijk aroma.",https://www.hoogvliet.com/product/bonduelle-ma-s-mexicana1,"Bewaarvoorschriften: 
Koel, droog en donker bewaren. ",,"{'Energie': '73 Kilocalorie', 'Totale vetten': '1.3 Gram', 'Vetzuren, totaal verzadigd': '0.2 Gram', 'Koolhydraten': '8.1 Gram', 'Suikers, totaal': '1.5 Gram', 'Voedingsvezels': '5.4 Gram', 'Eiwitten': '4.4 Gram', 'Zout': '0.33 Gram'}",https://cdn.hoogvliet.com/Images/Product/XL/493945000.jpg,"['Home', 'Aardappelen, groente, fruit', 'Groente', 'Peulvruchten, bonen, mais', 'Maïs mexicana']"
Iglo Rode kool met appeltjes,3.15,Euro,750,gram,"Ingrediënten: Rode kool 61%, appelmoes 12%, water, appelstukjes 9% (gedroogde appel, water), suiker, aardappelzetmeel, raapzaadolie, zout, citroensap, kruidnagel",https://www.hoogvliet.com/product/iglo-rode-kool-met-appeltjes1,"Bewaarvoorschriften: 
Thuis in diepvries bewaren. ** (-12°C) 1 maand. *** (-18°C) tot aangegeven houdbaarheidsdatum. Na ontdooien niet opnieuw invriezen. ",NIET INGEVULD,"{'Energie': '56 Kilocalorie', 'Totale vetten': '1.2 Gram', 'Vetzuren, totaal verzadigd': '0.1 Gram', 'Koolhydraten': '9.5 Gram', 'Suikers, totaal': '7.8 Gram', 'Voedingsvezels': '1.8 Gram', 'Eiwitten': '0.9 Gram', 'Zout': '0.6 Gram', 'Vitamine C onbekend': '15 Milligram'}",https://cdn.hoogvliet.com/Images/Product/XL/669134000.jpg,"['Home', 'Aardappelen, groente, fruit', 'Diepvries groente', 'Rode kool met appeltjes']"
G'woon Puntasperges,2.19,Euro,280,gram,"Ingrediënten :asperge, water, zout, voedingszuur: citroenzuur, antioxidant: NATRIUMDISULFIET/ascorbinezuur.",https://www.hoogvliet.com/product/g-apos-woon-puntasperges,"Bewaarvoorschriften: 
Na openen gekoeld bewaren (max. 7 °C) en beperkt houdbaar ",NIET INGEVULD,"{'Energie': '13 Kilocalorie', 'Totale vetten': '0 Gram', 'Vetzuren, totaal verzadigd': '0 Gram', 'Vetzuren, enkelvoudig onverzadigd': '0 Gram', 'Vetzuren, meervoudig onverzadigd': '0 Gram', 'Transvetzuren': '0 Gram', 'Koolhydraten': '1.4 Gram', 'Suikers, totaal': '1 Gram', 'suiker, toegevoegd': '0 Gram', 'Polyolen, totaal': '0.4 Gram', 'Zetmeel': '0 Gram', 'Voedingsvezels': '1.4 Gram', 'Eiwitten': '1.4 Gram', 'natrium': '0.12 Gram', 'Zout': '0.3 Gram'}",https://cdn.hoogvliet.com/Images/Product/XL/689971000.jpg,"['Home', 'Soepen, conserven, sauzen, kruiden', 'Conserven', 'Groenteconserven', 'Puntasperges']"
Hoogvliet Spruiten panklaar,2.55,Euro,350,gram,Ingrediënten :Spruiten Dit product kan sporen van SELDERIJ bevatten.,https://www.hoogvliet.com/product/hoogvliet-spruiten-panklaar,"Bewaarvoorschriften: 
Gekoeld bewaren (max. 7°C). Na openen beperkt houdbaar Verpakt onder beschermende atmosfeer.",,"{'Energie': '186 Kilojoule', 'Totale vetten': '0.7 Gram', 'Vetzuren, totaal verzadigd': '0.1 Gram', 'Vetzuren, enkelvoudig onverzadigd': '0.0 Gram', 'Vetzuren, meervoudig onverzadigd': '0.3 Gram', 'Koolhydraten': '5.2 Gram', 'Suikers, totaal': '1.4 Gram', 'Voedingsvezels': '4.1 Gram', 'Eiwitten': '2.3 Gram', 'Zout': '0.018 Gram', 'Zetmeel': '4.2 Gram', 'natrium': '0.007 Gram'}",https://cdn.hoogvliet.com/Images/Product/XL/043219000.jpg,"['Home', 'Aardappelen, groente, fruit', 'Groente', 'Koolgroenten', 'Spruiten panklaar']"
Hoogvliet Flespompoen,2.49,Euro,1,stuk,Klasse 1 (21) land van herkomst: Spanje,https://www.hoogvliet.com/product/hoogvliet-flespompoen,,Spanje,{},https://cdn.hoogvliet.com/Images/Product/XL/081475000.jpg,"['Home', 'Aardappelen, groente, fruit', 'Groente', 'Courgette, aubergine, pompoen', 'Flespompoen']"
Bonduelle Rode kidneybonen,1.39,Euro,160,gram,"Ingrediënten: Rode kidneybonen, water, zout, verstevigingsmiddel: E509. Kan SOJA bevatten.",https://www.hoogvliet.com/product/bonduelle-rode-kidneybonen,"Bewaarvoorschriften:
Koud en/of warm te consumeren. ",,"{'Energie': '108 Kilocalorie', 'Totale vetten': '0.6 Gram', 'Vetzuren, totaal verzadigd': '0.1 Gram', 'Koolhydraten': '14 Gram', 'Suikers, totaal': '0.8 Gram', 'Voedingsvezels': '8 Gram', 'Eiwitten': '7.7 Gram', 'Zout': '0.22 Gram'}",https://cdn.hoogvliet.com/Images/Product/XL/016646000.jpg,"['Home', 'Aardappelen, groente, fruit', 'Groente', 'Peulvruchten, bonen, mais', 'Rode kidneybonen']"
Hoogvliet Hutspot,1.65,Euro,500,gram,"Ingrediënten :60% Wortel, 40% ui. Dit product kan sporen van SELDERIJ bevatten.",https://www.hoogvliet.com/product/hoogvliet-hutspot3,"Bewaarvoorschriften: 
Gekoeld bewaren (max. 7°C). Na openen beperkt houdbaar ",,"{'Energie': '36 Kilocalorie', 'Totale vetten': '0.26 Gram', 'Vetzuren, totaal verzadigd': '0.1 Gram', 'Vetzuren, enkelvoudig onverzadigd': '0.03 Gram', 'Vetzuren, meervoudig onverzadigd': '0.13 Gram', 'Transvetzuren': '0 Gram', 'Koolhydraten': '5.94 Gram', 'Suikers, totaal': '3.66 Gram', 'suiker, toegevoegd': '0 Gram', 'Polyolen, totaal': '0 Gram', 'Zetmeel': '2.28 Gram', 'Voedingsvezels': '3.06 Gram', 'Eiwitten': '0.88 Gram', 'natrium': '0.023 Gram', 'Zout': '0.057 Gram'}",https://cdn.hoogvliet.com/Images/Product/XL/043222000.jpg,"['Home', 'Aardappelen, groente, fruit', 'Groente', 'Wortelen, knolgroenten', 'Hutspot']"
Bonduelle Doperwtjes & worteltjes - zeer fijn,1.12,Euro,150,gram,"Ingrediënten: Groenten in variabele proporties (doperwtjes, worteltjes), water, zout, natuurlijk aroma.",https://www.hoogvliet.com/product/bonduelle-doperwtjes-worteltjes-zeer-fijn1,"Bewaarvoorschriften: 
Koel, donker en droog bewaren. ",,"{'Energie': '56 Kilocalorie', 'Totale vetten': '0.5 Gram', 'Vetzuren, totaal verzadigd': '0.1 Gram', 'Koolhydraten': '7.2 Gram', 'Suikers, totaal': '2.6 Gram', 'Voedingsvezels': '4.5 Gram', 'Eiwitten': '3.5 Gram', 'Zout': '0.30 Gram'}",https://cdn.hoogvliet.com/Images/Product/XL/493732000.jpg,"['Home', 'Aardappelen, groente, fruit', 'Groente', 'Wortelen, knolgroenten', 'Doperwtjes & worteltjes - zeer fijn']"
Heinz Gepelde tomaten bio,1.49,Euro,400,gram,"Ingrediënten: Tomaten*, tomatensap*, voedingszuur (citroenzuur), *van biologische oorsprong",https://www.hoogvliet.com/product/heinz-gepelde-tomaten-bio,"Bewaarvoorschriften: 
Na openen max. 3 dagen houdbaar in de koelkast. Niet in geopend blik bewaren.

Ten minste houdbaar tot einde: zie onderzijde. ",NIET INGEVULD,"{'Energie': '23.0 Kilocalorie', 'Totale vetten': '0.1 Gram', 'Vetzuren, totaal verzadigd': '0.0 Gram', 'Koolhydraten': '3.8 Gram', 'Suikers, totaal': '3.4 Gram', 'Voedingsvezels': '0.6 Gram', 'Eiwitten': '1.2 Gram', 'Zout': '0.02 Gram'}",https://cdn.hoogvliet.com/Images/Product/XL/688381000.jpg,"['Home', 'Soepen, conserven, sauzen, kruiden', 'Conserven', 'Tomatenconserven', 'Gepelde tomaten bio']"
Hak Rode kool,2.13,Euro,355,gram,"Ingrediënten: Rode kool 73%, water, suiker, natuurazijn, maiszetmeel, zeezout.",https://www.hoogvliet.com/product/hak-rode-kool2,"Bewaarvoorschriften: 
Na openen gekoeld (max. 7 °C) bewaren en beperkt houdbaar. ",,"{'Energie': '38 Kilocalorie', 'Totale vetten': '0.0 Gram', 'Vetzuren, totaal verzadigd': '0.0 Gram', 'Koolhydraten': '7.8 Gram', 'Suikers, totaal': '6.5 Gram', 'Voedingsvezels': '1.6 Gram', 'Eiwitten': '0.7 Gram', 'Zout': '0.40 Gram'}",https://cdn.hoogvliet.com/Images/Product/XL/078418000.jpg,"['Home', 'Aardappelen, groente, fruit', 'Groente', 'Koolgroenten', 'Rode kool']"
Heinz Gepelde tomaten,1.21,Euro,400,gram,"Ingrediënten: Tomaten, tomatensap, voedingszuur (citroenzuur).",https://www.hoogvliet.com/product/heinz-gepelde-tomaten,"Bewaarvoorschriften: 
Na openen max. 2 dagen houdbaar in de koelkast. Niet in geopend blik bewaren.

Ten minste houdbaar tot einde: zie onderzijde. ",,"{'Energie': '105 Kilojoule', 'Totale vetten': '0.3 Gram', 'Vetzuren, totaal verzadigd': '0.1 Gram', 'Koolhydraten': '4.3 Gram', 'Suikers, totaal': '4.3 Gram', 'Voedingsvezels': '0.9 Gram', 'Eiwitten': '1.2 Gram', 'Zout': '0.1 Gram'}",https://cdn.hoogvliet.com/Images/Product/XL/016260000.jpg,"['Home', 'Soepen, conserven, sauzen, kruiden', 'Conserven', 'Tomatenconserven', 'Gepelde tomaten']"
Taste & co Zeewiersalade,2.99,Euro,100,gram,"Ingrediënten: 79% zeewier, agar agar, paddenstoel, suiker, SESAMzaad, SESAMolie, zout, SOJAsaus (SOJAbonen, water, zout, chilibonensaus (chilipepers, zout), SOJA bonen, TARWE, water, suiker), kleurstof (E101, E141), conserveermiddel (E202, E330).",https://www.hoogvliet.com/product/taste-amp-co-zeewiersalade,"Bewaarvoorschriften: 
Ten minste houdbaar tot: zie bovenkant, mits gekoeld bewaard bij maximaal 7°C. Na openen beperkt houdbaar. Niet geschikt om thuis in te vriezen. Verpakt onder beschermende atmosfeer.",NIET INGEVULD,"{'Energie': '86 Kilocalorie', 'Totale vetten': '4 Gram', 'Vetzuren, totaal verzadigd': '0.7 Gram', 'Koolhydraten': '12.9 Gram', 'Suikers, totaal': '10.3 Gram', 'Eiwitten': '0.8 Gram', 'Zout': '2.8 Gram'}",https://cdn.hoogvliet.com/Images/Product/XL/705032000.jpg,"['Home', 'Aardappelen, groente, fruit', 'Groente', 'Sla, rauwkost, kiemgroenten', 'Zeewiersalade']"
Hak Malse veldertjes,2.59,Euro,350,gram,"Ingrediënten: Jonge kapucijners, water, zeezout, antioxidant (calciumdinatrium-EDTA).",https://www.hoogvliet.com/product/hak-malse-veldertjes2,"Bewaarvoorschriften: 
Na openen gekoeld (max. 7°C) bewaren en beperkt houdbaar. ",,"{'Energie': '69 Kilocalorie', 'Totale vetten': '0.0 Gram', 'Vetzuren, totaal verzadigd': '0.0 Gram', 'Koolhydraten': '11.0 Gram', 'Suikers, totaal': '1.0 Gram', 'Voedingsvezels': '4.5 Gram', 'Eiwitten': '4.0 Gram', 'Zout': '0.23 Gram'}",https://cdn.hoogvliet.com/Images/Product/XL/077718000.jpg,"['Home', 'Aardappelen, groente, fruit', 'Groente', 'Peulvruchten, bonen, mais', 'Malse veldertjes']"
Fresh & easy Verspakket courgettesoep,4.99,Euro,876,gram,"Ingrediënten :79% courgette, citroen, sjalot, groentebouillonblokje (zout, maïszetmeel, gistextract, rijstzetmeel, glucosestroop, maltodextrine, groenten (ui, wortel, SELDERIJ, prei), kruiden (peterselie, SELDERIJ, lavas), suiker, specerijen (kurkuma, SELDERIJZAAD, witte peper, foelie), olijfolie, gekaramelliseerde suikerstroop, knoflook, natuurlijk peterselie aroma, voedingszuur: citroenzuur), knoflook, tijm. Het bouillonblokje kan sporen van EI, GLUTENBEVATTENDE GRANEN, MELK, MOSTERD en SOJA bevatten.",https://www.hoogvliet.com/product/fresh-amp-easy-verspakket-courgettesoep,"Bewaarvoorschriften: 
Na aankoop gekoeld bewaren (max. 7°C). ",NIET INGEVULD,"{'Energie': '57 Kilocalorie', 'Totale vetten': '3.644 Gram', 'Vetzuren, totaal verzadigd': '1.647 Gram', 'Vetzuren, enkelvoudig onverzadigd': '1.783 Gram', 'Vetzuren, meervoudig onverzadigd': '0.198 Gram', 'Transvetzuren': '0 Gram', 'Koolhydraten': '3.287 Gram', 'Suikers, totaal': '2.934 Gram', 'suiker, toegevoegd': '0.053 Gram', 'Polyolen, totaal': '0 Gram', 'Zetmeel': '0.18 Gram', 'Voedingsvezels': '0.541 Gram', 'Eiwitten': '2.305 Gram', 'natrium': '0.148 Gram', 'Zout': '0.369 Gram'}",https://cdn.hoogvliet.com/Images/Product/XL/695741000.jpg,"['Home', 'Verse maaltijden, salades', 'Maaltijd- en soeppakketten', 'Verspakket courgettesoep']"
Hak Kleine rode kidneybonen,2.05,Euro,225,gram,"Ingrediënten: Rode kidneybonen, water, zeezout.",https://www.hoogvliet.com/product/hak-kleine-rode-kidneybonen,"Bewaarvoorschriften: 
Na openen gekoeld (max. 7°C) bewaren en beperkt houdbaar. *Dit product bevat van nature aanwezige suikers.",,"{'Energie': '131 Kilocalorie', 'Totale vetten': '0.6 Gram', 'Vetzuren, totaal verzadigd': '0.1 Gram', 'Koolhydraten': '16.4 Gram', 'Suikers, totaal': '1.1 Gram', 'Voedingsvezels': '10.4 Gram', 'Eiwitten': '9.8 Gram', 'Zout': '0.26 Gram'}",https://cdn.hoogvliet.com/Images/Product/XL/672800000.jpg,"['Home', 'Aardappelen, groente, fruit', 'Groente', 'Peulvruchten, bonen, mais', 'Kleine rode kidneybonen']"
Bonduelle Doperwtjes festini,1.69,Euro,200,gram,"Ingrediënten: Groenten (doperwtjes 42%, maïskorrels 14%, worteltjes14%), water, zout, natuurlijk aroma.",https://www.hoogvliet.com/product/bonduelle-doperwtjes-festini,"Bewaarvoorschriften:
Koud en/of warm te consumeren. ",,"{'Energie': '75 Kilocalorie', 'Totale vetten': '1.1 Gram', 'Vetzuren, totaal verzadigd': '0.1 Gram', 'Koolhydraten': '9.8 Gram', 'Suikers, totaal': '1.3 Gram', 'Voedingsvezels': '5.1 Gram', 'Eiwitten': '4.0 Gram', 'Zout': '0.30 Gram'}",https://cdn.hoogvliet.com/Images/Product/XL/016644000.jpg,"['Home', 'Soepen, conserven, sauzen, kruiden', 'Conserven', 'Groenteconserven', 'Doperwtjes festini']"
Bonduelle Snijboontjes,1.35,Euro,200,gram,"Ingrediënten: Snijbonen, water, zout.",https://www.hoogvliet.com/product/bonduelle-snijboontjes2,"Bewaarvoorschriften:
Koud en/of warm te consumeren. ",,"{'Energie': '19 Kilocalorie', 'Totale vetten': '0.1 Gram', 'Vetzuren, totaal verzadigd': '0.1 Gram', 'Koolhydraten': '2.5 Gram', 'Suikers, totaal': '0.6 Gram', 'Voedingsvezels': '1.8 Gram', 'Eiwitten': '1.1 Gram', 'Zout': '0.34 Gram', 'folaat, voedingsfolaatequivalenten': '42 Microgram'}",https://cdn.hoogvliet.com/Images/Product/XL/491756000.jpg,"['Home', 'Aardappelen, groente, fruit', 'Groente', 'Peulvruchten, bonen, mais', 'Snijboontjes']"
G'woon Spruiten,1.15,Euro,500,gram,Ingrediënten :Spruiten.,https://www.hoogvliet.com/product/g-apos-woon-spruiten1,"Bewaarvoorschriften: 
In vriesvak * (-6°C): enkele dagen. in vriezer ** (-12°C): 2 weken na aankoop. in vriezer *** (-18°C): ten minste houdbaar tot de op verpakking vermelde datum. Na ontdooiing niet opnieuw invriezen. ",,"{'Energie': '47 Kilocalorie', 'Totale vetten': '0.7 Gram', 'Vetzuren, totaal verzadigd': '0.1 Gram', 'Vetzuren, enkelvoudig onverzadigd': '0.1 Gram', 'Vetzuren, meervoudig onverzadigd': '0.3 Gram', 'Transvetzuren': '0 Gram', 'Koolhydraten': '5.6 Gram', 'Suikers, totaal': '1.4 Gram', 'suiker, toegevoegd': '0 Gram', 'Polyolen, totaal': '0 Gram', 'Zetmeel': '4.2 Gram', 'Voedingsvezels': '4.5 Gram', 'Eiwitten': '2.3 Gram', 'natrium': '0.008 Gram', 'Zout': '0.02 Gram'}",https://cdn.hoogvliet.com/Images/Product/XL/717721000.jpg,"['Home', 'Aardappelen, groente, fruit', 'Diepvries groente', 'Spruiten']"
Bonduelle Franse sperzieboontjes - zeer fijn,2.36,Euro,400,gram,Ingrediënten: Sperzieboontjes. Kan SELDERIJ bevatten.,https://www.hoogvliet.com/product/bonduelle-franse-sperzieboontjes-zeer-fijn1,"Bewaarvoorschriften: 
**-6°C: 3 dagen *** -18°C: meerdere maanden Na ontdooiing niet opnieuw invriezen. ",,"{'Energie': '37 Kilocalorie', 'Totale vetten': '0.5 Gram', 'Vetzuren, totaal verzadigd': '0.1 Gram', 'Koolhydraten': '4.3 Gram', 'Suikers, totaal': '1.7 Gram', 'Voedingsvezels': '3.9 Gram', 'Eiwitten': '1.8 Gram', 'Zout': '0.01 Gram', 'folaat, voedingsfolaatequivalenten': '47.5 Microgram'}",https://cdn.hoogvliet.com/Images/Product/XL/060848000.jpg,"['Home', 'Aardappelen, groente, fruit', 'Diepvries groente', 'Franse sperzieboontjes - zeer fijn']"
Bonduelle Crispy maïs - bio,2.99,Euro,300,gram,"Ingrediënten: Maïskorrels*, water, zout. *Producten uit de biologische landbouw.",https://www.hoogvliet.com/product/bonduelle-crispy-ma-s-bio,"Bewaarvoorschriften: 
Koel, donker en droog bewaren. ",,"{'Energie': '80 Kilocalorie', 'Totale vetten': '1.4 Gram', 'Vetzuren, totaal verzadigd': '0.3 Gram', 'Koolhydraten': '13 Gram', 'Suikers, totaal': '7.5 Gram', 'Voedingsvezels': '3.1 Gram', 'Eiwitten': '2.2 Gram', 'Zout': '0.3 Gram'}",https://cdn.hoogvliet.com/Images/Product/XL/073094000.jpg,"['Home', 'Aardappelen, groente, fruit', 'Groente', 'Sla, rauwkost, kiemgroenten', 'Crispy maïs - bio']"
Bio+ Biologische uien,1.19,Euro,750,gram,Klasse 1 ---- land van herkomst: Nederland,https://www.hoogvliet.com/product/bio-biologische-uien,"Bewaarvoorschriften: 
Koel en droog bewaren. ",Nederland,"{'Energie': '38 Kilocalorie', 'Totale vetten': '0.2 Gram', 'Vetzuren, totaal verzadigd': '0.1 Gram', 'Vetzuren, enkelvoudig onverzadigd': '0 Gram', 'Vetzuren, meervoudig onverzadigd': '0 Gram', 'Transvetzuren': '0 Gram', 'Koolhydraten': '6.3 Gram', 'Suikers, totaal': '4.5 Gram', 'suiker, toegevoegd': '0 Gram', 'Polyolen, totaal': '0 Gram', 'Zetmeel': '0 Gram', 'Voedingsvezels': '2.7 Gram', 'Eiwitten': '1.3 Gram', 'natrium': '0.004 Gram', 'Zout': '0.01 Gram'}",https://cdn.hoogvliet.com/Images/Product/XL/083466000.jpg,"['Home', 'Aardappelen, groente, fruit', 'Groente', 'Ui, knoflook, prei', 'Biologische uien']"
Bonduelle Rode kool met appel,1.23,Euro,200,gram,"Ingrediënten: Rode kool 68%, water, suiker, appelcompote 6%, alcoholazijn, gemodificeerd maïszetmeel, zout, aroma's (TARWE, SOJA), voedingszuur: citroenzuur.",https://www.hoogvliet.com/product/bonduelle-rode-kool-met-appel,"Bewaarvoorschriften:
Koud en/of warm te consumeren. ",,"{'Energie': '58 Kilocalorie', 'Totale vetten': '0.5 Gram', 'Vetzuren, totaal verzadigd': '0.1 Gram', 'Koolhydraten': '12 Gram', 'Suikers, totaal': '10 Gram', 'Voedingsvezels': '1.5 Gram', 'Eiwitten': '0.6 Gram', 'Zout': '0.31 Gram'}",https://cdn.hoogvliet.com/Images/Product/XL/491586000.jpg,"['Home', 'Soepen, conserven, sauzen, kruiden', 'Conserven', 'Groenteconserven', 'Rode kool met appel']"
Bonduelle Bloemkoolroosjes,2.21,Euro,400,gram,Ingrediënten: Bloemkoolroosjes. Kan SELDERIJ bevatten.,https://www.hoogvliet.com/product/bonduelle-bloemkoolroosjes,"Bewaarvoorschriften: 
** -6°C: 3 dagen *** -18°C: meerdere maanden. Na ontdooiing niet opnieuw invriezen. ",,"{'Energie': '23 Kilocalorie', 'Totale vetten': '0.2 Gram', 'Vetzuren, totaal verzadigd': '0.1 Gram', 'Koolhydraten': '2.3 Gram', 'Suikers, totaal': '1.7 Gram', 'Voedingsvezels': '2.4 Gram', 'Eiwitten': '1.8 Gram', 'Zout': '0.02 Gram', 'folaat, voedingsfolaatequivalenten': '46.4 Microgram'}",https://cdn.hoogvliet.com/Images/Product/XL/060849000.jpg,"['Home', 'Aardappelen, groente, fruit', 'Diepvries groente', 'Bloemkoolroosjes']"
Bonduelle Zwarte bonen,1.97,Euro,400,gram,"Ingrediënten: Water, zwarte bonen, zout, aroma. Kan SOJA bevatten.",https://www.hoogvliet.com/product/bonduelle-zwarte-bonen1,"Bewaarvoorschriften: 
Koel, donker en droog bewaren. ",NIET INGEVULD,"{'Energie': '106 Kilocalorie', 'Totale vetten': '1.1 Gram', 'Vetzuren, totaal verzadigd': '0.2 Gram', 'Koolhydraten': '13 Gram', 'Suikers, totaal': '0.7 Gram', 'Voedingsvezels': '7.2 Gram', 'Eiwitten': '7.3 Gram', 'Zout': '0.29 Gram'}",https://cdn.hoogvliet.com/Images/Product/XL/084045000.jpg,"['Home', 'Soepen, conserven, sauzen, kruiden', 'Conserven', 'Groenteconserven', 'Zwarte bonen']"
Hoogvliet Amandelen geroosterd ongezouten,2.74,Euro,190,gram,Ingrediënten :AMANDELEN. Dit product kan sporen van PINDA en andere NOTEN bevatten.,https://www.hoogvliet.com/product/hoogvliet-amandelen-geroosterd-ongezouten,"Bewaarvoorschriften: 
Droog en donker bewaren. ",,"{'Energie': '629 Kilocalorie', 'Totale vetten': '50.2 Gram', 'Vetzuren, totaal verzadigd': '4.1 Gram', 'Vetzuren, enkelvoudig onverzadigd': '33.1 Gram', 'Vetzuren, meervoudig onverzadigd': '13 Gram', 'Transvetzuren': '0 Gram', 'Koolhydraten': '17.7 Gram', 'Suikers, totaal': '4.9 Gram', 'suiker, toegevoegd': '0 Gram', 'Polyolen, totaal': '0 Gram', 'Zetmeel': '12.8 Gram', 'Voedingsvezels': '10.9 Gram', 'Eiwitten': '21 Gram', 'natrium': '0 Gram', 'Zout': '0 Gram'}",https://cdn.hoogvliet.com/Images/Product/XL/706763000.jpg,"['Home', 'Chips, zoutjes, noten', ""Pinda's, noten"", 'Amandelen', 'Amandelen geroosterd ongezouten']"
